"","date","cases","reports"
"137",2020-07-22,16774,14628
"138",2020-07-23,17369,15147
"139",2020-07-24,17985,15685
"140",2020-07-25,18621,16241
"141",2020-07-26,19281,16817
"142",2020-07-27,19963,17413
"143",2020-07-28,20668,18030
"144",2020-07-29,21399,18668
"145",2020-07-30,22154,19329
"146",2020-07-31,22936,20012
"147",2020-08-01,23745,20720
"148",2020-08-02,24582,21452
"149",2020-08-03,25448,22209
"150",2020-08-04,26344,22992
"151",2020-08-05,27270,23803
"152",2020-08-06,28228,24642
"153",2020-08-07,29220,25510
"154",2020-08-08,30245,26407
"155",2020-08-09,31305,27335
"156",2020-08-10,32401,28296
"157",2020-08-11,33535,29289
"158",2020-08-12,34707,30316
"159",2020-08-13,35919,31378
"160",2020-08-14,37173,32477
"161",2020-08-15,38468,33613
"162",2020-08-16,39807,34787
"163",2020-08-17,41191,36002
"164",2020-08-18,42622,37257
"165",2020-08-19,44100,38555
"166",2020-08-20,45628,39897
"167",2020-08-21,47207,41283
"168",2020-08-22,48838,42716
"169",2020-08-23,50523,44197
"170",2020-08-24,52264,45728
"171",2020-08-25,54062,47309
"172",2020-08-26,55918,48942
"173",2020-08-27,57836,50630
"174",2020-08-28,59816,52373
"175",2020-08-29,61860,54174
"176",2020-08-30,63970,56033
"177",2020-08-31,66148,57953
"178",2020-09-01,68396,59936
"179",2020-09-02,70716,61983
"180",2020-09-03,73110,64095
"181",2020-09-04,75579,66276
"182",2020-09-05,78125,68527
"183",2020-09-06,80752,70849
"184",2020-09-07,83460,73245
"185",2020-09-08,86253,75716
"186",2020-09-09,89131,78265
"187",2020-09-10,92098,80894
"188",2020-09-11,95154,83604
"189",2020-09-12,98304,86398
"190",2020-09-13,101548,89278
"191",2020-09-14,104888,92247
"192",2020-09-15,108328,95305
"193",2020-09-16,111869,98456
"194",2020-09-17,115514,101701
"195",2020-09-18,119263,105042
"196",2020-09-19,123121,108483
"197",2020-09-20,127088,112024
"198",2020-09-21,131167,115668
"199",2020-09-22,135361,119418
"200",2020-09-23,139670,123275
"201",2020-09-24,144097,127241
"202",2020-09-25,148643,131319
"203",2020-09-26,153312,135510
"204",2020-09-27,158104,139816
"205",2020-09-28,163021,144240
"206",2020-09-29,168064,148784
"207",2020-09-30,173236,153448
"208",2020-10-01,178538,158235
"209",2020-10-02,183971,163147
"210",2020-10-03,189535,168185
"211",2020-10-04,195233,173350
"212",2020-10-05,201064,178644
"213",2020-10-06,207030,184068
"214",2020-10-07,213131,189623
"215",2020-10-08,219367,195310
"216",2020-10-09,225739,201130
"217",2020-10-10,232246,207083
"218",2020-10-11,238887,213170
"219",2020-10-12,245663,219392
"220",2020-10-13,252572,225747
"221",2020-10-14,259614,232237
"222",2020-10-15,266785,238860
"223",2020-10-16,274086,245616
"224",2020-10-17,281514,252503
"225",2020-10-18,289065,259521
"226",2020-10-19,296739,266669
"227",2020-10-20,304530,273943
"228",2020-10-21,312436,281343
"229",2020-10-22,320453,288865
"230",2020-10-23,328577,296507
"231",2020-10-24,336802,304265
"232",2020-10-25,345124,312136
"233",2020-10-26,353537,320117
"234",2020-10-27,362035,328202
"235",2020-10-28,370611,336387
"236",2020-10-29,379258,344666
"237",2020-10-30,387970,353035
"238",2020-10-31,396737,361486
"239",2020-11-01,405553,370014
"240",2020-11-02,414407,378612
"241",2020-11-03,423292,387271
"242",2020-11-04,432197,395985
"243",2020-11-05,441111,404746
"244",2020-11-06,450026,413543
"245",2020-11-07,458929,422369
"246",2020-11-08,467810,431214
"247",2020-11-09,476656,440067
"248",2020-11-10,485456,448919
"249",2020-11-11,494198,457758
"250",2020-11-12,502869,466573
"251",2020-11-13,511455,475354
"252",2020-11-14,519945,484088
"253",2020-11-15,528324,492762
"254",2020-11-16,536579,501365
"255",2020-11-17,544697,509884
"256",2020-11-18,552664,518306
"257",2020-11-19,560466,526618
"258",2020-11-20,568090,534806
"259",2020-11-21,575522,542858
"260",2020-11-22,582750,550760
"261",2020-11-23,589758,558499
"262",2020-11-24,596536,566061
"263",2020-11-25,603069,573434
"264",2020-11-26,609346,580603
"265",2020-11-27,615354,587557
"266",2020-11-28,621082,594281
"267",2020-11-29,626519,600765
"268",2020-11-30,631654,606995
"269",2020-12-01,636478,612961
"270",2020-12-02,640980,618650
"271",2020-12-03,645152,624052
"272",2020-12-04,648986,629157
"273",2020-12-05,652475,633954
"274",2020-12-06,655612,638434
"275",2020-12-07,658392,642590
"276",2020-12-08,660809,646413
"277",2020-12-09,662860,649895
"278",2020-12-10,664541,653032
"279",2020-12-11,665850,655816
"280",2020-12-12,666785,658243
"281",2020-12-13,667347,660310
"282",2020-12-14,667535,662012
"283",2020-12-15,667350,663348
"284",2020-12-16,666794,664316
"285",2020-12-17,665871,664916
"286",2020-12-18,664584,665147
"287",2020-12-19,662937,665011
"288",2020-12-20,660936,664509
"289",2020-12-21,658587,663645
"290",2020-12-22,655896,662421
"291",2020-12-23,652871,660842
"292",2020-12-24,649520,658914
"293",2020-12-25,645852,656642
"294",2020-12-26,641876,654031
"295",2020-12-27,637601,651091
"296",2020-12-28,633038,647827
"297",2020-12-29,628197,644249
"298",2020-12-30,623089,640366
"299",2020-12-31,617726,636186
"300",2021-01-01,612119,631721
"301",2021-01-02,606280,626979
"302",2021-01-03,600221,621971
"303",2021-01-04,593954,616709
"304",2021-01-05,587490,611204
"305",2021-01-06,580844,605468
"306",2021-01-07,574025,599511
"307",2021-01-08,567048,593345
"308",2021-01-09,559924,586983
"309",2021-01-10,552664,580437
"310",2021-01-11,545282,573718
"311",2021-01-12,537788,566839
"312",2021-01-13,530194,559811
"313",2021-01-14,522512,552646
"314",2021-01-15,514752,545356
"315",2021-01-16,506926,537952
"316",2021-01-17,499044,530447
"317",2021-01-18,491116,522850
"318",2021-01-19,483151,515173
"319",2021-01-20,475161,507426
"320",2021-01-21,467152,499620
"321",2021-01-22,459136,491766
"322",2021-01-23,451120,483872
"323",2021-01-24,443111,475949
"324",2021-01-25,435119,468005
"325",2021-01-26,427150,460049
"326",2021-01-27,419212,452090
"327",2021-01-28,411311,444136
"328",2021-01-29,403453,436195
"329",2021-01-30,395644,428274
"330",2021-01-31,387890,420380
"331",2021-02-01,380197,412520
"332",2021-02-02,372568,404701
"333",2021-02-03,365009,396927
"334",2021-02-04,357524,389206
"335",2021-02-05,350116,381541
"336",2021-02-06,342790,373939
"337",2021-02-07,335549,366403
"338",2021-02-08,328395,358939
"339",2021-02-09,321332,351550
"340",2021-02-10,314361,344240
"341",2021-02-11,307486,337012
"342",2021-02-12,300708,329869
"343",2021-02-13,294028,322814
"344",2021-02-14,287449,315850
"345",2021-02-15,280972,308980
"346",2021-02-16,274597,302204
"347",2021-02-17,268326,295525
"348",2021-02-18,262159,288945
"349",2021-02-19,256097,282465
"350",2021-02-20,250139,276086
"351",2021-02-21,244288,269809
"352",2021-02-22,238542,263635
"353",2021-02-23,232901,257564
"354",2021-02-24,227365,251598
"355",2021-02-25,221934,245736
"356",2021-02-26,216608,239978
"357",2021-02-27,211386,234324
"358",2021-02-28,206266,228775
"359",2021-03-01,201250,223330
"360",2021-03-02,196335,217988
"361",2021-03-03,191520,212750
"362",2021-03-04,186806,207614
"363",2021-03-05,182191,202580
"364",2021-03-06,177673,197647
"365",2021-03-07,173252,192815
"366",2021-03-08,168926,188082
"367",2021-03-09,164695,183448
"368",2021-03-10,160556,178911
"369",2021-03-11,156510,174471
"370",2021-03-12,152553,170126
"371",2021-03-13,148686,165875
"372",2021-03-14,144906,161716
"373",2021-03-15,141213,157650
"374",2021-03-16,137605,153673
"375",2021-03-17,134079,149786
"376",2021-03-18,130636,145986
"377",2021-03-19,127274,142273
"378",2021-03-20,123991,138644
"379",2021-03-21,120785,135099
"380",2021-03-22,117656,131636
"381",2021-03-23,114601,128254
"382",2021-03-24,111620,124951
"383",2021-03-25,108711,121726
"384",2021-03-26,105872,118577
"385",2021-03-27,103103,115504
"386",2021-03-28,100401,112504
"387",2021-03-29,97766,109576
"388",2021-03-30,95195,106719
"389",2021-03-31,92689,103931
"390",2021-04-01,90244,101211
"391",2021-04-02,87861,98558
"392",2021-04-03,85537,95970
"393",2021-04-04,83271,93446
"394",2021-04-05,81063,90985
"395",2021-04-06,78910,88584
"396",2021-04-07,76812,86244
"397",2021-04-08,74767,83962
"398",2021-04-09,72774,81737
"399",2021-04-10,70832,79569
"400",2021-04-11,68939,77455
"401",2021-04-12,67095,75395
"402",2021-04-13,65299,73387
"403",2021-04-14,63549,71431
"404",2021-04-15,61844,69524
"405",2021-04-16,60184,67666
"406",2021-04-17,58566,65856
"407",2021-04-18,56990,64092
"408",2021-04-19,55456,62374
"409",2021-04-20,53962,60701
"410",2021-04-21,52506,59070
"411",2021-04-22,51089,57482
"412",2021-04-23,49709,55936
"413",2021-04-24,48365,54429
"414",2021-04-25,47057,52962
"415",2021-04-26,45783,51534
"416",2021-04-27,44543,50142
"417",2021-04-28,43335,48788
"418",2021-04-29,42160,47469
"419",2021-04-30,41015,46184
"420",2021-05-01,39901,44934
"421",2021-05-02,38817,43716
"422",2021-05-03,37761,42531
"423",2021-05-04,36734,41377
"424",2021-05-05,35734,40254
"425",2021-05-06,34761,39161
"426",2021-05-07,33814,38096
"427",2021-05-08,32892,37060
"428",2021-05-09,31995,36052
"429",2021-05-10,31122,35070
"430",2021-05-11,30272,34115
"431",2021-05-12,29445,33185
"432",2021-05-13,28641,32281
"433",2021-05-14,27858,31400
"434",2021-05-15,27096,30543
"435",2021-05-16,26355,29709
"436",2021-05-17,25633,28898
"437",2021-05-18,24932,28108
"438",2021-05-19,24249,27340
"439",2021-05-20,23585,26592
"440",2021-05-21,22938,25864
"441",2021-05-22,22309,25156
"442",2021-05-23,21698,24468
"443",2021-05-24,21102,23798
